id,track_id,title,album_name,album_id,filename,filepath,description,seo_keywords,prompt,tags,cover_prompt,seed,created_at
163,163,Cryptic Kiss,SILICONE SOUL,28,Cryptic Kiss.wav,music/SILICONE SOUL/Cryptic Kiss.wav,"A spell cast in binary code. Dark, mysterious, and alluring.",witch house|dark wave|goth aesthetic|mystery vibes|halloween makeup music|spooky sexy|occult vibe|ritual bass|slow heavy beat|dragy music|alternative fashion|edgy content|dark romance|vampire aesthetic|haunted trap,"115 BPM, B minor, witch-house/dark trap instrumental, vibe: occult and seductive; instruments: detuned supersaws, crushing slow 808s, choir pads, wind FX; groove: slow, dragging, heavy; arrangement: [Intro]->[Atmosphere]->[Heavy Drop]->[Choir Break]->[Outro]; production notes: heavy reverb, bitcrushed drums, burying the melody in texture, dark and swampy mix. For goth/alt fashion edits.",Witch House|Dark,"Single-subject cinematic cutout: Undead Fashion Model. Pose: Blowing a kiss, but the breath is visible smoke. Outfit: Gothic Victorian cyber-dress with lace and cables. Environment: A dark cyber-graveyard with neon crosses. Atmosphere: Ground fog, floating will-o'-the-wisps. Lighting: Ultraviolet purple backlight, pale moonlight. Mood: Seductive, creepy, romantic.",ALB3_T04_SEED44829,2025-12-22 08:22:47.223+00
165,165,Hologram Heart,SILICONE SOUL,28,Hologram Heart.wav,music/SILICONE SOUL/Hologram Heart.wav,"Love in the time of AI. Sad, pretty, and perfect for crying in a Lamborghini.",sad trap|emotional instrumental|breakup vibes|night drive chill|melodic beats|lo-fi trap aesthetic|cloud rap instrumental|lonely vibes|moody music|storytelling beat|rainy day music|soft hip hop|nostalgic vibe|romantic darkness|slow jam,"130 BPM, C# minor, dark pop/cloud rap instrumental, vibe: melancholic luxury; instruments: piano melody, filtered 808s, snap snares, vocal chops (crying texture), ambient rain FX; groove: laid back, floating; arrangement: [Intro]->[Verse]->[Hook]->[Verse]->[Outro]; production notes: underwater filter effects, high-end sparkle, intimate feeling, spacious mix. Perfect for emotional storytelling.",Dark Pop|Emotional,"Single-subject cinematic cutout: Seductive Android Model. Pose: Lying on a velvet chaise lounge, looking longingly at a holographic phone. Outfit: Silk robe with cybernetic ports exposed. Environment: A luxury high-rise apartment with floor-to-ceiling windows. Atmosphere: Digital rain falling on the windows outside. Lighting: Soft pink interior light, cool blue city light from outside. Mood: Lonely, expensive, longing.",ALB3_T01_SEED63920,2025-12-22 08:22:47.223+00
166,166,Luxury Virus,SILICONE SOUL,28,Luxury Virus.wav,music/SILICONE SOUL/Luxury Virus.wav,"It's catchy, it's expensive, and it spreads fast. The sound of viral fame.",baddie music|confident trap|fashion walk|outfit transition|glam trap|bad bitch energy|strut music|makeup transformation|boss vibes|flexing music|money beat|rich lifestyle audio|hip hop instrumental|club trap|viral trend,"125 BPM, A# minor, trap/pop instrumental, vibe: arrogant and catchy; instruments: pluck synth lead, heavy 808 glide, crisp clap, brass stabs; groove: bouncy, confident, head-bobbing; arrangement: [Intro]->[Hook]->[Verse]->[Hook]->[Outro]; production notes: very punchy drums, minimalist arrangement to leave room for voiceovers, catchy repetitive melody. Tailor-made for outfit transitions.",Trap Pop|Confident,"Single-subject cinematic cutout: High-End Cyborg Socialite. Pose: Holding a glass of neon champagne, looking down at the camera (POV). Outfit: Fur coat over metallic body, diamond studded optics. Environment: Inside a private jet cabin with futuristic leather seats. Atmosphere: Luxury, exclusivity. Lighting: Warm amber interior lights, cool blue from window. Mood: Arrogant, wealthy, untouchable.",ALB3_T03_SEED92837,2025-12-22 08:22:47.223+00
167,167,Platinum Pulse,SILICONE SOUL,28,Platinum Pulse.wav,music/SILICONE SOUL/Platinum Pulse.wav,"Clean, sharp, and priceless. The heartbeat of a machine.",clean pop beat|commercial background music|tech review audio|product showcase|modern pop instrumental|upbeat chill|corporate cool|branding music|presentation audio|sleek design vibe|apple style music|minimalist beat|sophisticated audio|neutral vibe|positive background,"128 BPM, E major, electropop/nu-disco instrumental, vibe: sophisticated and clean; instruments: funk guitar lick, solid bass guitar, disco strings, tight drum machine; groove: four-on-the-floor, danceable; arrangement: [Intro]->[Groove]->[Chorus]->[Bridge]->[Chorus]; production notes: extremely clean mix, separation of instruments, polished high end. Ideal for tech unboxing or product showcases.",Nu Disco|Clean,"Single-subject cinematic cutout: Robot with Diamond Skin. Pose: Adjusting a cufflink, looking sharp. Outfit: A tailored holographic tuxedo. Environment: A futuristic casino floor. Atmosphere: Clean, sharp, sparkling reflections. Lighting: Crystal chandeliers reflecting off the diamond skin, rainbow prisms. Mood: Sophisticated, sharp, expensive.",ALB3_T05_SEED77281,2025-12-22 08:22:47.223+00
168,168,Ultraviolet Vixen,SILICONE SOUL,28,Ultraviolet Vixen.wav,music/SILICONE SOUL/Ultraviolet Vixen.wav,Neon lights reflect off chrome skin. The ultimate nightlife anthem.,synthwave|retrowave|80s nostalgia|modern retro|neon drive|nightlife music|party vlog|aesthetic edit|purple aesthetic|stranger things vibe|cyberpunk pop|driving at night|cinematic synth|retro future|cool synth,"122 BPM, A minor, synthwave/cyberpunk pop instrumental, vibe: nostalgic neon night; instruments: analog poly-synths, linndrum snare, arpeggiated bass, shimmering pads; groove: steady, driving 80s feel; arrangement: [Intro]->[Synth Riff]->[Full Beat]->[Solo]->[Outro]; production notes: gated reverb on snares, chorus on bass, warm analog saturation. Perfect for retro-aesthetic content.",Synthwave|Retro,"Single-subject cinematic cutout: Gamer Girl Cyborg. Pose: Wearing VR goggles and holding a futuristic controller, leaning back. Outfit: Oversized neon hoodie and thigh-high socks with glowing circuitry. Environment: A messy, glow-in-the-dark gaming bedroom. Atmosphere: Screens glowing, scattered energy drinks. Lighting: Strong pink and blue monitor glow on face. Mood: Chill, immersed, cool.",ALB3_T06_SEED33910,2025-12-22 08:22:47.223+00
169,169,CANNONBALL RUN,SKULL & BASS,29,CANNONBALL RUN.wav,music/SKULL & BASS/CANNONBALL RUN.wav,"Heavy, explosive drops. The sound of a naval battle turned into a club track.",heavy moombahton|cannon sound effect beat|explosive dance music|battle party music|aggressive tropical|high energy pirate|action dance beat|club banger|loud drums|intense rhythm|fire music|viral explosion sound|heavy bass drop|fast paced|hype music,"115 BPM, D minor, heavy moombahton instrumental, vibe: firing squad; instruments: cannon fire samples (as kick/snare layers), aggressive synth horns, marching snares, distorted bass; groove: driving and heavy; arrangement: [Intro]->[Load]->[FIRE DROP]->[Reload]->[Drop]; production notes: explosive transients, sidechain pumping, chaotic energy.",Heavy|Action|Dance,"Single-subject cinematic cutout: Gunner Android, pose: lighting a fuse on a futuristic cannon. Body details: bandana, soot on face. Environment: The deck of a ship in battle. Atmosphere: smoke rings, flying splinters. Lighting: Muzzle Flash Orange + Smoke Grey. Camera: Action shot. Mood: explosive, intense.",ALB32_T03_SEED90909,2025-12-22 08:22:47.223+00
171,171,GOLD TOOTH,SKULL & BASS,29,GOLD TOOTH.wav,music/SKULL & BASS/GOLD TOOTH.wav,"Bouncy, flex-heavy trap. Sounds like gold chains rattling.",flex music pirate|gold aesthetic beat|money counter trap|rich pirate vibe|jewelry rattle beat|luxury tropical|swagger walk music|expensive taste audio|treasure trap|bling sound effect|hip hop pirate|viral flex sound|catchy synth|bouncy 808|cool vibe,"130 BPM, B minor, bouncy trap instrumental, vibe: filthy rich; instruments: metallic coin jingling, gold chain rattle, bouncy 808s, bright synth lead; groove: head-nodding bounce; arrangement: [Intro]->[Money]->[Drop]->[Flex]->[Outro]; production notes: bright metallic high end, punchy kick, feeling of wealth and excess.",Flex|Trap|Gold,"Single-subject cinematic cutout: Skeleton Kingpin, pose: biting a gold coin, wearing massive jewelry. Body details: gold teeth, diamond eye-patch. Environment: A vault filled with treasure. Atmosphere: sparkle, shine. Lighting: Gold + Diamond White. Camera: Close up. Mood: greedy, rich.",ALB32_T06_SEED23232,2025-12-22 08:22:47.223+00
172,172,MUTINY MODE,SKULL & BASS,29,MUTINY MODE.wav,music/SKULL & BASS/MUTINY MODE.wav,Aggressive Reggaeton/Trap hybrid. Riot music.,aggressive reggaeton|riot music|mutiny theme|angry pirate beat|fight music tropical|hard latin beat|rebellion music|intense dancehall|dark tropical|gangster pirate|street fight beat|viral fight sound|gritty bass|hard drums|shouting vocal chops,"105 BPM, C minor, dark reggaeton/trap hybrid instrumental, vibe: taking over the ship; instruments: distorted dembow rhythm, aggressive synth stabs, shouting vocal chops, heavy sub; groove: rigid and hard; arrangement: [Intro]->[Shout]->[Drop]->[Fight]->[Drop]; production notes: raw and gritty mix, distortion on drums, angry energy.",Reggaeton|Aggressive|Dark,"Single-subject cinematic cutout: Mutineer Leader, pose: holding a cutlass high, screaming. Body details: scar across eye, torn clothes. Environment: A ship deck in flames. Atmosphere: smoke, chaos. Lighting: Fire Red + Shadow. Camera: Low angle. Mood: violent, revolutionary.",ALB32_T05_SEED12121,2025-12-22 08:22:47.223+00
173,173,SIREN_S ISLAND,SKULL & BASS,29,SIREN_S ISLAND.wav,music/SKULL & BASS/SIREN_S ISLAND.wav,Marooned on an island of singing monsters. Beautiful harmonies hiding danger beneath.,island siren music|tropical horror beat|beach mystery music|mermaid trap island|calypso dark beat|ocean mystery|tropical thriller|siren call trap|beautiful danger music|haunted beach,"115 BPM, D minor, dark tropical trap instrumental, vibe: beautiful danger; instruments: steel drums (detuned/eerie), ethereal female vocal textures, ocean waves, heavy trap bass; groove: swaying but ominous; arrangement: [Intro]->[Vocal Lure]->[Dark Drop]->[Steel Drums]->[Drop]; production notes: contrast between beautiful tropical sounds and dark sinister bass, uneasy atmosphere.",Dark|Tropical|Mystery,"Single-subject cinematic cutout: Cyber-Siren, pose: emerging from turquoise water, reaching forward. Body details: chrome scales, bioluminescent fins, haunting beauty. Environment: A deserted tropical island beach at night. Atmosphere: moonlight on water, eerie calm, bioluminescence. Lighting: Moon Silver + Bioluminescent Teal. Camera: Eye level from shore. Mood: beautiful, dangerous.",ORPHAN_SIREN_S ISLAND,2025-12-22 08:22:47.223+00
175,175,BOSS FIGHT (CUTE VER.),SUGAR SKULL,30,BOSS FIGHT (CUTE VER.).wav,music/SUGAR SKULL/BOSS FIGHT (CUTE VER.).wav,Symphonic metal with a toy piano lead. The final boss is a teddy bear.,symphonic metal kawaii|toy piano horror|boss theme cute|dramatic anime music|orchestral metal|final battle happy|epic cute music|gaming boss beat|choral metal|scary cute|cinematic anime|viral epic sound|double kick|gothic lolita vibe|intense melody,"160 BPM, C minor, symphonic kawaii metal instrumental, vibe: deadly toy; instruments: toy piano lead, full string section, distorted metal rhythm, choir; groove: cinematic and driving; arrangement: [Intro]->[Toy Piano]->[Metal Drop]->[Choir]->[Outro]; production notes: ominous choir mixed with playful toy piano, wall of sound guitars, epic scale.",Symphonic|Boss|Epic,"Single-subject cinematic cutout: Giant Teddy Bear Mech, pose: looming over the camera with glowing red eyes. Body details: stitching, patches, metal claws. Environment: A dark nursery room (giant scale). Atmosphere: shadows, red light. Lighting: Nightmare Red + Shadow. Camera: Worm's eye view. Mood: terrifying, cute.",ALB29_T04_SEED10112,2025-12-22 08:22:47.223+00
177,177,MAID CAFE MOSHPIT,SUGAR SKULL,30,MAID CAFE MOSHPIT.wav,music/SUGAR SKULL/MAID CAFE MOSHPIT.wav,Upbeat J-Pop chord progression played with distortion. Pure energy.,j-pop metal|anime opening style|mosh pit happy|energetic rock|maid cafe vibe|fast anime song|rhythm game difficult|upbeat metal|guitar solo happy|idol metal|party metal|viral dance metal|catchy riff|drum focus|positive heavy,"170 BPM, F major, J-rock/metal instrumental, vibe: caffeine overdose; instruments: bright electric guitar leads, slap bass, energetic drum fills, synth bells; groove: driving punk/metal; arrangement: [Intro]->[Riff]->[Verse]->[Solo]->[Chorus]; production notes: very polished 'idol' production, bright guitars, punchy drums, uplifting energy.",J-Rock|Happy|Energy,"Single-subject cinematic cutout: Punk-Rock Idol, pose: jumping in the air with a guitar, screaming. Body details: school uniform with spikes and chains. Environment: A stage with pyrotechnics going off. Atmosphere: sparks, confetti, motion blur. Lighting: Stage White + Neon Blue. Camera: Action freeze. Mood: energetic, rockstar.",ALB29_T02_SEED88990,2025-12-22 08:22:47.223+00
179,179,STRAWBERRY CHAINSAW,SUGAR SKULL,30,STRAWBERRY CHAINSAW.wav,music/SUGAR SKULL/STRAWBERRY CHAINSAW.wav,Bubblegum synth leads over a brutal metal breakdown.,cute metal|chainsaw sound music|pink metal|bubblegum bass metal|brutal kawaii|anime fight music|menacing cute|heavy breakdown|electronicore|high bpm metal|gaming rage happy|viral contrast sound|aggressive synth|shred guitar|intense beat,"180 BPM, E major, kawaii metal instrumental, vibe: violent happiness; instruments: 8-bit chiptune lead, detuned 7-string guitars, chainsaw samples, blast-beat drums; groove: extremely fast; arrangement: [Intro]->[Happy Verse]->[BRUTAL BREAKDOWN]->[Happy Chorus]->[End]; production notes: stark contrast between the cute melody and the heavy guitars, bright mix, aggressive.",Metal|Kawaii|Fast,"Single-subject cinematic cutout: Anime Maid Cyborg, pose: revving a massive pink chainsaw. Body details: frilly maid outfit, heavy combat boots. Environment: A battlefield of stuffed animals. Atmosphere: flying stuffing, pink energy. Lighting: Pastel Pink + Danger Red. Camera: Low angle. Mood: manic, cute.",ALB29_T01_SEED77889,2025-12-22 08:22:47.223+00
180,180,YANDERE,SUGAR SKULL,30,YANDERE.wav,music/SUGAR SKULL/YANDERE.wav,"Soft, music-box lullaby that explodes into screams and noise.",yandere music|psycho cute music|music box metal|scary love song|obsession vibe|soft loud soft|creepy anime music|horror metal|stalker vibe|mental breakdown audio|emotional switch|viral yandere trend|screaming synth|heavy distortion|unstable beat,"130 BPM, F# minor, horror metal instrumental, vibe: obsessive love; instruments: delicate music box, heavy breathing samples, sudden wall of distortion/screams (synth), clean guitar; groove: unstable; arrangement: [Lullaby]->[Explosion]->[Lullaby]->[Explosion]->[End]; production notes: extreme dynamic range, start very quiet and sweet, then maximize volume and distortion. Terrifying.",Horror|Metal|Dark,"Single-subject cinematic cutout: Yandere Schoolgirl Cyborg, pose: holding a love letter and a bloody knife behind back. Body details: sweet smile, eyes shadowed and glowing. Environment: A sunset school rooftop. Atmosphere: romantic lighting, blood splatter (hidden). Lighting: Sunset Orange + Shadow. Camera: Close up portrait. Mood: sweet, psychotic.",ALB29_T06_SEED32334,2025-12-22 08:22:47.223+00
184,184,SLIDE TO NOWHERE,THE POOLROOMS,31,SLIDE TO NOWHERE.wav,music/THE POOLROOMS/SLIDE TO NOWHERE.wav,A spiraling synth melody that goes down and down. Disorienting.,spiral music|water slide vibe|disorienting beat|vertigo music|falling sensation audio|liminal slide|dizzy ambient|looping melody down|strange nostalgia|playground liminal|tube slide sound|viral weirdcore|spinning effect|echoey synth|confusing beat,"110 BPM, G minor, experimental ambient instrumental, vibe: going down; instruments: descending shepard tone synth, rushing air/water sound, rhythmic echo, hollow plastic hits; groove: spinning; arrangement: [Intro]->[Spiral]->[Drop]->[Loop]->[Outro]; production notes: heavy use of panning (spinning), descending pitch effects, feeling of motion without moving.",Experimental|Spiral|Weird,"Single-subject cinematic cutout: The Tube Slide, pose: opening into a dark void. Body details: yellow plastic tube. Environment: A massive vertical room with pipes. Atmosphere: darkness inside the tube, echoing sound. Lighting: Tube Yellow + Void Black. Camera: Looking into the tube. Mood: scary, inviting.",ALB30_T05_SEED87889,2025-12-22 08:22:47.223+00
186,186,UNDERWATER LEVEL,THE POOLROOMS,31,UNDERWATER LEVEL.wav,music/THE POOLROOMS/UNDERWATER LEVEL.wav,Muffled sounds and bubble textures. The feeling of holding your breath.,underwater muffled music|holding breath audio|submerged effect|aquatic ambient|deep dive music|slow motion water|mario water level vibe (dark)|calm underwater|pressure sound|bubble asmr|sensory deprivation|viral underwater trend|low pass filter|peaceful scary|deep blue sound,"70 BPM, C major, underwater ambient instrumental, vibe: submerged; instruments: low-pass filtered pads, bubble release sounds, heart-beat kick, muffled melody; groove: slow heartbeat; arrangement: [Intro]->[Dive]->[Muffle]->[Bubble]->[Surface]; production notes: everything sounds like it's heard underwater (heavy high-cut filter), muffled impacts, isolation.",Underwater|Muffled|Calm,"Single-subject cinematic cutout: Diver Statue, pose: resting at the bottom of a deep tiled pool. Body details: marble texture, eroded. Environment: Deep water, light rays filtering from above. Atmosphere: bubbles, particles. Lighting: Sun Ray Blue. Camera: Looking down. Mood: submerged, timeless.",ALB30_T03_SEED65667,2025-12-22 08:22:47.223+00
187,187,ADIDAS ARMOR,TRI-POLOSKI,32,ADIDAS ARMOR.wav,music/TRI-POLOSKI/ADIDAS ARMOR.wav,"The ultimate defense. Fast, metallic, and invincible.",armor music|invincible beat|defense hardbass|metallic beat|robot hardbass|futuristic slav|tech hardbass|fast action beat|gaming highlight|unstopable music|striped suit vibe|viral cool sound|clean production|sharp synth|speed run,"160 BPM, D minor, tech-hardbass instrumental, vibe: three stripes; instruments: metallic synth plucks, laser zaps, precision kick drum, robotic vocal fx; groove: precise and mechanical; arrangement: [Intro]->[Tech]->[Drop]->[Laser]->[Drop]; production notes: very clean and digital, sharp transients, futuristic sound design. The future of squatting.",Tech|Fast|Cool,"Single-subject cinematic cutout: Gopnik Knight, pose: adjusting his helmet (which has three stripes). Body details: full plate armor painted with black and white stripes. Environment: A futuristic metro station. Atmosphere: sparks, neon signs. Lighting: Neon White + Black. Camera: Hero shot. Mood: ready, stylish.",ALB21_T06_SEED98989,2025-12-22 08:22:47.223+00
188,188,BEAR MARKET,TRI-POLOSKI,32,BEAR MARKET.wav,music/TRI-POLOSKI/BEAR MARKET.wav,"Heavy, stomping, and slow (for hardbass). A bear on the prowl.",heavy hardbass|stomp dance music|bear theme hardbass|slow pump|intense dance|scary hardbass|boss fight slav|aggressive stomp|power beat|muscular music|gym hardbass|viral heavy sound|deep donk|menacing vibe|hard hitting,"150 BPM, E minor, heavy hardbass instrumental, vibe: sleeping giant; instruments: down-pitched donk bass, metallic stomps, growling synth leads, heavy kick; groove: heavy quarter-note stomp; arrangement: [Intro]->[Growl]->[Stomp Drop]->[Bridge]->[Drop]; production notes: focus on the weight of the kick, less bouncy more aggressive, darker tone.",Heavy|Stomp|Aggressive,"Single-subject cinematic cutout: Cyber-Bear, pose: standing on hind legs, roaring. Body details: metal plating, glowing red eyes, ushanka hat. Environment: A snowy forest clearing. Atmosphere: blizzard, breath vapor. Lighting: Red + White. Camera: Low angle looking up. Mood: terrifying, strong.",ALB21_T05_SEED87878,2025-12-22 08:22:47.223+00
190,190,CONCRETE JUNGLE,TRI-POLOSKI,32,CONCRETE JUNGLE.wav,music/TRI-POLOSKI/CONCRETE JUNGLE.wav,"Darker, grittier hardbass. The sound of brutalist architecture.",dark hardbass|brutalist music|gritty dance beat|underground slav rave|scary hardbass|industrial donk|night city russia|aggressive pump|doomer dance|heavy kick bass|intense rave|viral dark vibe|serious hardbass|cold atmosphere|driving beat,"155 BPM, C minor, dark hardbass instrumental, vibe: cold concrete; instruments: distorted donk bass, metallic industrial percussion, cold synth pads, heavy kick; groove: aggressive and driving; arrangement: [Intro]->[Build]->[Dark Drop]->[Industrial Break]->[Drop]; production notes: add distortion to the donk, reverb on the percussion, cold and bleak atmosphere.",Dark|Industrial|Hardbass,"Single-subject cinematic cutout: Riot Police Cyborg, pose: standing guard with a baton. Body details: heavy black armor, 'OMON' written in neon. Environment: A snowy brutalist courtyard. Atmosphere: falling snow, blue police lights. Lighting: Siren Blue + Snow White. Camera: Low angle. Mood: oppressive, cold.",ALB21_T02_SEED54545,2025-12-22 08:22:47.223+00
191,191,KVASS ENERGY,TRI-POLOSKI,32,KVASS ENERGY.wav,music/TRI-POLOSKI/KVASS ENERGY.wav," bubbly, high-pitched, and manic. A sugar rush in audio form.",happy hardbass|kvass meme music|crazy dance beat|fast happy music|manic energy|party starter hardbass|funny rave music|high pitched donk|speed dance|slavic party|energetic fun|viral dance challenge|bouncy rhythm|addictive beat|sugar rush,"165 BPM, G major, happy hardbass instrumental, vibe: drunk on kvass; instruments: high-pitched donk melody, whistle samples, rapid clap beat, pumping bass; groove: bouncy and skipping; arrangement: [Intro]->[Melody]->[Drop]->[Whistle]->[Drop]; production notes: very bright, cartoonish energy, fast attack, feeling of uncontrollable dancing.",Happy|Fast|Fun,"Single-subject cinematic cutout: Party Bear (Cyborg), pose: chugging a glowing yellow barrel of drink. Body details: fur made of fiber optics, wearing a tank top. Environment: A forest rave. Atmosphere: lasers, leaves falling. Lighting: Yellow + Green. Camera: Dynamic angle. Mood: wild, party.",ALB21_T03_SEED65656,2025-12-22 08:22:47.223+00
192,192,LADA DRIFT,TRI-POLOSKI,32,LADA DRIFT.wav,music/TRI-POLOSKI/LADA DRIFT.wav,Hardbass meets Drift Phonk. Cowbells and donks together.,drift hardbass|lada car music|russian drift beat|cowbell donk|hybrid phonk hardbass|winter drift music|shitty car mod music|funny car edit|fast drift|snow racing audio|unique hardbass|viral drift meme|aggressive driving|heavy bass|street racing,"158 BPM, A minor, hardbass phonk hybrid instrumental, vibe: sliding on ice; instruments: 808 cowbells, donk bassline, trap hi-hats, hardbass kick; groove: driving and slippery; arrangement: [Intro]->[Cowbell]->[Hardbass Drop]->[Phonk Break]->[Drop]; production notes: mix the Memphis phonk texture with the clean hardbass kick. Chaotic driving music.",Drift|Hybrid|Car,"Single-subject cinematic cutout: Modified Lada (Car), pose: drifting sideways on a frozen lake. Body details: cardboard body kit, neon underglow, rust. Environment: A frozen lake in Siberia. Atmosphere: snow spray, ice cracks. Lighting: Headlight White + Ice Blue. Camera: Action shot. Mood: sketchy, fast.",ALB21_T04_SEED76767,2025-12-22 08:22:47.223+00
194,194,BLOOD EAGLE,VALHALLA RISES,33,BLOOD EAGLE.wav,music/VALHALLA RISES/BLOOD EAGLE.wav,"Dark, ritualistic, and heavy. A slow march to destiny.",dark ritual music|slow viking beat|heavy ominous bass|scary nordic music|ritual techno|doom bass|execution music|dark atmosphere|villain arc music|cinematic dark beat|menacing walk|fear inducing|viral dark trend|deep drone|intense mood,"110 BPM, A minor, dark industrial bass instrumental, vibe: ritualistic torture; instruments: deep drone bass, slow thunderous drums, bone-cracking foley, icy synth pads; groove: slow and punishing; arrangement: [Intro]->[Ritual]->[Drop]->[Drone]->[Outro]; production notes: massive reverb, very dark tone, sub-bass focus, scary atmosphere. Not for the faint of heart.",Dark|Ritual|Slow,"Single-subject cinematic cutout: Executioner Droid, pose: sharpening a massive blade. Body details: black iron hood, apron with digital runes. Environment: A dark stone ritual circle. Atmosphere: shadows, floating embers. Lighting: Fire Orange + Void Black. Camera: Low angle. Mood: ominous, terrifying.",ALB11_T02_SEED88990,2025-12-22 08:22:47.223+00
196,196,NORTHERN LIGHTS,VALHALLA RISES,33,NORTHERN LIGHTS.wav,music/VALHALLA RISES/NORTHERN LIGHTS.wav,"Beautiful, trance-inducing, and spiritual. A moment of clarity in the cold.",melodic techno nordic|beautiful trance|aurora borealis music|spiritual techno|ice bath meditation|focus music|ethereal viking|travel vlog music|scenic view audio|emotional techno|uplifting cold|cinematic beauty|viral travel sound|arpeggiated synth|mystical vibe,"128 BPM, D major, melodic techno instrumental, vibe: spiritual awe; instruments: crystalline arps, choir pads (synth), steady kick, wind chimes; groove: flowing and hypnotic; arrangement: [Intro]->[Arp]->[Drop]->[Breakdown]->[Climax]; production notes: pristine high end, wide stereo image, delay trails, feeling of vast open space. Beautiful and driving.",Melodic|Techno|Beautiful,"Single-subject cinematic cutout: Valkyrie Android, pose: hovering with wings spread. Body details: silver wings, halo of light. Environment: The sky above the clouds at night. Atmosphere: Aurora Borealis curtains (Green/Purple). Lighting: Aurora Green + Star White. Camera: Wide shot. Mood: ethereal, peaceful.",ALB11_T04_SEED10112,2025-12-22 08:22:47.223+00
197,197,RAID BOSS,VALHALLA RISES,33,RAID BOSS.wav,music/VALHALLA RISES/RAID BOSS.wav,The final battle. Epic orchestral elements mixed with hard bass.,epic viking music|boss fight beat|orchestral techno|raid music|gaming boss theme|climax music|heroic heavy|cinematic gym|final lift music|legendary beat|symphonic bass|war anthem|viral epic sound|massive drop|intense finale,"140 BPM, E minor, epic orchestral bass instrumental, vibe: glorious war; instruments: full string section (staccato), brass swells, distorted 808s, choir chants; groove: anthemic and driving; arrangement: [Intro]->[Orchestra]->[Build]->[Heavy Drop]->[Choir]->[Final Drop]; production notes: cinematic mixing, huge dynamic range between break and drop, powerful and triumphant. The victory lap.",Epic|Orchestral|Bass,"Single-subject cinematic cutout: King of Valhalla (Odin figure), pose: sitting on a high throne, holding a spear (Gungnir). Body details: missing one eye (cyber-patch), gold armor. Environment: A massive golden hall. Atmosphere: light beams, floating dust. Lighting: Divine Gold + Shadow. Camera: Low angle regal shot. Mood: god-like, supreme.",ALB11_T06_SEED32334,2025-12-22 08:22:47.223+00
198,198,SHIELD WALL,VALHALLA RISES,33,SHIELD WALL.wav,music/VALHALLA RISES/SHIELD WALL.wav,"Defensive, rhythmic, and unbreakable. Perfect for team sports or defense highlights.",defense music|teamwork beat|rhythmic techno|unbreakable vibe|shield wall beat|steady rhythm|motivational beat|sports defense audio|viking march|hold the line music|determined vibe|gritty techno|viral sports clip|solid bass|marching beat,"130 BPM, G minor, driving techno instrumental, vibe: unbreakable defense; instruments: rhythmic shield-bash samples, marching snare, rolling bassline, synth horns; groove: steady and marching; arrangement: [Intro]->[March]->[Drop]->[Lock]->[Outro]; production notes: extremely tight rhythm, layered percussion, feeling of unity and strength. Hold the line.",Techno|March|Strong,"Single-subject cinematic cutout: Armored Viking Commander, pose: bracing behind a massive energy shield. Body details: heavy plate armor, scarred face. Environment: A narrow mountain pass. Atmosphere: rain, arrows (laser bolts) bouncing off shield. Lighting: Deflector Blue + Enemy Red. Camera: Eye level. Mood: resolute, tough.",ALB11_T05_SEED21223,2025-12-22 08:22:47.223+00
199,199,Asphalt Venom,VELOCITY VAMPIRES,34,Asphalt Venom.wav,music/VELOCITY VAMPIRES/Asphalt Venom.wav,Toxic beats for the highway at 3 AM. Dangerous and addictive.,dark trap|night crawler vibe|creepy phonk|horror trap|halloween gym music|scary beat|menacing instrumental|evil bass|villain arc music|shadow work audio|deep bass|subwoofer test|car audio bass|slowed reverb vibe|gothic trap,"135 BPM, C# minor, dark horror-trap instrumental, vibe: creeping dread and power; instruments: detuned bells, massive sustained 808s, haunting choir pads, trap snare rolls; groove: half-time, heavy, head-nodding; arrangement: [Intro]->[Creep Build]->[Bass Drop]->[Atmosphere]->[Outro]; production notes: heavy reverb on bells, dry in-your-face drums, saturation on the low end to rattle speakers. Best for slow-motion walkups or villain edits.",Dark Trap|Horror,"Single-subject cinematic cutout: Stylized Neon Zombie. Pose: Walking menacingly toward the camera. Outfit: Tattered streetwear infused with glowing green toxic sludge. Environment: A foggy, abandoned underpass with graffiti. Atmosphere: Thick green fog, dripping liquid. Lighting: Toxic green underlighting, purple backlight. Mood: Menacing, gritty, supernatural.",ALB1_T05_SEED29102,2025-12-22 08:22:47.223+00
